t,frame,x,y,yaw,gt_x,gt_y,gt_yaw
13.210,map,2.2552,7.4128,1.7744,2.2479,7.4057,1.7746
13.310,map,2.2458,7.4567,1.7906,2.2385,7.4495,1.7911
13.410,map,2.2357,7.5004,1.8048,2.2284,7.4931,1.8056
13.510,map,2.2250,7.5440,1.8178,2.2177,7.5366,1.8184
13.610,map,2.2139,7.5871,1.8291,2.2064,7.5801,1.8297
13.710,map,2.2021,7.6309,1.8391,2.1947,7.6234,1.8396
13.810,map,2.1899,7.6742,1.8478,2.1826,7.6667,1.8484
13.910,map,2.1774,7.7175,1.8554,2.1701,7.7098,1.8563
14.010,map,2.1654,7.7585,1.8550,2.1581,7.7506,1.8562
14.110,map,2.1552,7.7943,1.8397,2.1477,7.7866,1.8410
14.210,map,2.1471,7.8254,1.8119,2.1395,7.8181,1.8130
14.310,map,2.1408,7.8526,1.7844,2.1332,7.8451,1.7857
14.410,map,2.1362,7.8749,1.7614,2.1286,7.8673,1.7626
14.510,map,2.1320,7.8978,1.7420,2.1244,7.8904,1.7430
14.610,map,2.1279,7.9227,1.7253,2.1203,7.9153,1.7265
14.710,map,2.1240,7.9490,1.7115,2.1163,7.9420,1.7125
14.810,map,2.1203,7.9763,1.6997,2.1126,7.9693,1.7005
14.910,map,2.1168,8.0050,1.6893,2.1090,7.9979,1.6904
15.010,map,2.1134,8.0348,1.6808,2.1055,8.0280,1.6818
15.110,map,2.1100,8.0658,1.6734,2.1021,8.0591,1.6746
15.210,map,2.1069,8.0975,1.6672,2.0989,8.0908,1.6684
15.310,map,2.1039,8.1293,1.6620,2.0959,8.1226,1.6632
15.410,map,2.0993,8.1611,1.6610,2.0930,8.1548,1.6587
15.510,map,2.0965,8.1928,1.6562,2.0902,8.1868,1.6544
15.610,map,2.0938,8.2249,1.6523,2.0876,8.2190,1.6507
15.710,map,2.0910,8.2586,1.6564,2.0849,8.2528,1.6547
15.810,map,2.0879,8.2931,1.6663,2.0818,8.2871,1.6647
15.910,map,2.0844,8.3278,1.6752,2.0784,8.3215,1.6736
16.010,map,2.0807,8.3618,1.6829,2.0748,8.3554,1.6813
16.110,map,2.0767,8.3960,1.6900,2.0709,8.3896,1.6880
16.210,map,2.0725,8.4300,1.6960,2.0668,8.4235,1.6938
16.310,map,2.0681,8.4644,1.7012,2.0624,8.4581,1.6989
16.410,map,2.0636,8.4983,1.7056,2.0580,8.4920,1.7032
16.510,map,2.0591,8.5312,1.7093,2.0535,8.5248,1.7069
16.610,map,2.0543,8.5650,1.7125,2.0488,8.5586,1.7102
16.710,map,2.0493,8.5995,1.7155,2.0439,8.5935,1.7131
16.810,map,2.0442,8.6344,1.7178,2.0389,8.6278,1.7156
16.910,map,2.0390,8.6691,1.7201,2.0338,8.6625,1.7179
17.010,map,2.0340,8.7129,1.7145,2.0288,8.6968,1.7123
17.110,map,2.0293,8.7469,1.6964,2.0243,8.7305,1.6940
17.210,map,2.0255,8.7798,1.6783,2.0205,8.7635,1.6759
17.310,map,2.0220,8.8146,1.6621,2.0171,8.7982,1.6603
17.410,map,2.0191,8.8487,1.6489,2.0143,8.8321,1.6471
17.510,map,2.0167,8.8832,1.6374,2.0119,8.8665,1.6358
17.610,map,2.0145,8.9185,1.6279,2.0098,8.9018,1.6262
17.710,map,2.0126,8.9530,1.6197,2.0080,8.9362,1.6180
17.810,map,2.0111,8.9878,1.6127,2.0065,8.9712,1.6111
17.900,map,2.0098,9.0198,1.6071,2.0053,9.0033,1.6057
18.000,map,2.0086,9.0553,1.6020,2.0041,9.0387,1.6006
18.100,map,2.0076,9.0905,1.5976,2.0032,9.0737,1.5962
18.200,map,2.0067,9.1258,1.5939,2.0024,9.1086,1.5924
18.300,map,2.0060,9.1610,1.5908,2.0017,9.1436,1.5892
18.400,map,2.0053,9.1972,1.5881,2.0010,9.1796,1.5864
18.500,map,2.0047,9.2331,1.5858,2.0005,9.2151,1.5841
18.600,map,2.0042,9.2595,1.5838,2.0001,9.2503,1.5820
18.700,map,2.0038,9.2937,1.5820,1.9997,9.2858,1.5803
18.800,map,2.0034,9.3283,1.5806,1.9994,9.3204,1.5788
18.900,map,2.0031,9.3625,1.5793,1.9992,9.3550,1.5775
19.000,map,2.0028,9.3969,1.5782,1.9990,9.3894,1.5763
19.100,map,2.0026,9.4307,1.5773,1.9988,9.4233,1.5754
19.200,map,2.0024,9.4664,1.5764,1.9987,9.4589,1.5746
19.300,map,2.0022,9.5029,1.5758,1.9985,9.4953,1.5739
19.400,map,2.0020,9.5397,1.5753,1.9984,9.5319,1.5732
19.500,map,2.0018,9.5785,1.5747,1.9983,9.5706,1.5727
19.600,map,2.0017,9.6169,1.5743,1.9983,9.6091,1.5722
19.700,map,2.0016,9.6554,1.5739,1.9982,9.6479,1.5718
19.800,map,2.0015,9.6942,1.5737,1.9982,9.6868,1.5715
19.900,map,2.0014,9.7328,1.5734,1.9982,9.7251,1.5711
20.000,map,2.0013,9.7718,1.5731,1.9982,9.7641,1.5708
20.100,map,2.0012,9.8121,1.5725,1.9982,9.8044,1.5706
20.200,map,2.0011,9.8520,1.5722,1.9982,9.8443,1.5704
20.300,map,2.0011,9.8921,1.5720,1.9982,9.8844,1.5703
20.400,map,2.0010,9.9334,1.5719,1.9982,9.9261,1.5702
20.500,map,2.0010,9.9772,1.5717,1.9983,9.9700,1.5702
20.600,map,2.0009,10.0221,1.5718,1.9983,10.0150,1.5701
20.700,map,2.0009,10.0673,1.5721,1.9983,10.0600,1.5701
20.800,map,2.0008,10.1122,1.5724,1.9984,10.1050,1.5700
20.900,map,2.0008,10.1575,1.5724,1.9984,10.1500,1.5698
21.000,map,2.0007,10.2025,1.5724,1.9984,10.1950,1.5697
21.100,map,2.0006,10.2473,1.5716,1.9985,10.2400,1.5695
21.200,map,2.0006,10.2922,1.5715,1.9986,10.2850,1.5694
21.300,map,2.0006,10.3375,1.5711,1.9986,10.3300,1.5694
21.400,map,2.0006,10.3815,1.5710,1.9987,10.3745,1.5694
21.500,map,2.0005,10.4341,1.5712,1.9987,10.4178,1.5695
21.600,map,2.0005,10.4773,1.5713,1.9988,10.4600,1.5695
21.700,map,2.0005,10.5183,1.5715,1.9988,10.5009,1.5695
21.800,map,2.0005,10.5580,1.5710,1.9989,10.5408,1.5695
21.900,map,2.0005,10.5971,1.5711,1.9990,10.5797,1.5695
22.000,map,2.0005,10.6350,1.5708,1.9990,10.6176,1.5695
22.100,map,2.0005,10.6718,1.5705,1.9990,10.6546,1.5696
22.200,map,2.0005,10.7077,1.5708,1.9991,10.6906,1.5697
22.300,map,2.0005,10.7423,1.5709,1.9991,10.7257,1.5698
22.400,map,2.0005,10.7764,1.5707,1.9992,10.7600,1.5699
22.500,map,2.0005,10.8096,1.5708,1.9992,10.7933,1.5700
22.600,map,2.0005,10.8421,1.5705,1.9992,10.8259,1.5701
22.700,map,2.0005,10.8737,1.5708,1.9992,10.8576,1.5703
22.800,map,2.0005,10.9049,1.5714,1.9992,10.8886,1.5704
22.900,map,2.0005,10.9350,1.5715,1.9993,10.9187,1.5704
23.000,map,2.0004,10.9646,1.5714,1.9993,10.9481,1.5705
23.100,map,2.0004,10.9932,1.5716,1.9993,10.9768,1.5705
23.200,map,2.0004,11.0213,1.5717,1.9993,11.0047,1.5705
23.300,map,2.0004,11.0488,1.5717,1.9993,11.0319,1.5706
23.400,map,2.0004,11.0753,1.5716,1.9993,11.0584,1.5705
23.500,map,2.0003,11.1013,1.5715,1.9993,11.0843,1.5706
23.600,map,2.0003,11.1264,1.5716,1.9993,11.1095,1.5706
23.700,map,2.0003,11.1511,1.5716,1.9993,11.1340,1.5706
23.800,map,2.0003,11.1753,1.5715,1.9993,11.1580,1.5706
23.900,map,2.0003,11.1986,1.5716,1.9993,11.1813,1.5706
24.000,map,2.0002,11.2194,1.5717,1.9993,11.2020,1.5706
24.100,map,2.0002,11.2350,1.5716,1.9993,11.2176,1.5706
24.200,map,2.0002,11.2456,1.5716,1.9993,11.2283,1.5706
24.300,map,2.0002,11.2512,1.5716,1.9993,11.2340,1.5706
24.400,map,2.0002,11.2522,1.5716,1.9993,11.2350,1.5706
24.500,map,2.0002,11.2522,1.5716,1.9993,11.2350,1.5706
24.600,map,2.0002,11.2522,1.5639,1.9993,11.2350,1.5629
24.700,map,2.0002,11.2522,1.5415,1.9993,11.2350,1.5403
24.800,map,2.0002,11.2522,1.5042,1.9993,11.2350,1.5026
24.900,map,2.0002,11.2522,1.4521,1.9993,11.2350,1.4500
25.000,map,2.0002,11.2522,1.3833,1.9993,11.2350,1.3823
25.100,map,2.0002,11.2522,1.3009,1.9993,11.2350,1.2997
25.200,map,2.0002,11.2522,1.2108,1.9993,11.2350,1.2097
25.300,map,2.0002,11.2522,1.1204,1.9993,11.2350,1.1197
25.400,map,2.0002,11.2522,1.0303,1.9993,11.2350,1.0297
25.500,map,2.0002,11.2522,0.9419,1.9993,11.2350,0.9397
25.600,map,2.0002,11.2522,0.8538,1.9993,11.2350,0.8497
25.700,map,2.0002,11.2522,0.7636,1.9993,11.2350,0.7597
25.800,map,2.0002,11.2522,0.6726,1.9993,11.2350,0.6697
25.900,map,2.0002,11.2522,0.5840,1.9993,11.2350,0.5797
26.000,map,2.0002,11.2522,0.4951,1.9993,11.2350,0.4897
26.100,map,2.0024,11.2533,0.4047,2.0016,11.2360,0.3997
26.200,map,2.0094,11.2559,0.3161,2.0086,11.2386,0.3118
26.300,map,2.0213,11.2592,0.2393,2.0206,11.2419,0.2359
26.400,map,2.0382,11.2627,0.1770,2.0376,11.2454,0.1726
26.500,map,2.0603,11.2660,0.1240,2.0599,11.2486,0.1197
26.600,map,2.0904,11.2690,0.0756,2.0872,11.2512,0.0754
26.700,map,2.1201,11.2707,0.0428,2.1193,11.2530,0.0380
26.800,map,2.1578,11.2717,0.0115,2.1567,11.2538,0.0067
26.900,map,2.2007,11.2716,-0.0145,2.1991,11.2535,-0.0197
27.000,map,2.2450,11.2705,-0.0373,2.2436,11.2521,-0.0421
27.100,map,2.2895,11.2684,-0.0563,2.2882,11.2498,-0.0610
27.200,map,2.3341,11.2655,-0.0724,2.3328,11.2467,-0.0772
27.300,map,2.3784,11.2513,-0.0891,2.3775,11.2430,-0.0907
27.400,map,2.4234,11.2459,-0.1007,2.4221,11.2386,-0.1016
27.500,map,2.4683,11.2411,-0.1098,2.4668,11.2339,-0.1106
27.600,map,2.5129,11.2360,-0.1179,2.5114,11.2287,-0.1185
27.700,map,2.5577,11.2305,-0.1245,2.5561,11.2233,-0.1249
27.800,map,2.6027,11.2248,-0.1297,2.6007,11.2176,-0.1301
27.900,map,2.6468,11.2189,-0.1343,2.6453,11.2116,-0.1346
28.000,map,2.6913,11.2128,-0.1376,2.6898,11.2055,-0.1383
28.100,map,2.7353,11.2067,-0.1410,2.7344,11.1992,-0.1415
28.200,map,2.7798,11.2003,-0.1440,2.7789,11.1928,-0.1442
28.300,map,2.8247,11.1937,-0.1460,2.8234,11.1863,-0.1465
28.400,map,2.8693,11.1871,-0.1480,2.8679,11.1797,-0.1484
28.500,map,2.9142,11.1894,-0.1499,2.9124,11.1730,-0.1501
28.600,map,2.9591,11.1836,-0.1514,2.9569,11.1662,-0.1516
28.700,map,3.0032,11.1768,-0.1526,3.0014,11.1594,-0.1530
28.800,map,3.0473,11.1700,-0.1539,3.0459,11.1525,-0.1541
28.900,map,3.0920,11.1631,-0.1548,3.0903,11.1456,-0.1551
29.000,map,3.1367,11.1561,-0.1556,3.1348,11.1386,-0.1560
29.100,map,3.1809,11.1491,-0.1565,3.1792,11.1316,-0.1567
29.200,map,3.2254,11.1421,-0.1572,3.2237,11.1246,-0.1573
29.300,map,3.2693,11.1351,-0.1581,3.2681,11.1175,-0.1578
29.400,map,3.3136,11.1280,-0.1583,3.3126,11.1104,-0.1582
29.500,map,3.3581,11.1209,-0.1586,3.3570,11.1033,-0.1585
29.600,map,3.4025,11.1138,-0.1584,3.4014,11.0962,-0.1588
29.700,map,3.4470,11.1067,-0.1589,3.4459,11.0891,-0.1591
29.800,map,3.4917,11.0995,-0.1593,3.4903,11.0820,-0.1593
29.900,map,3.5362,11.0924,-0.1600,3.5347,11.0748,-0.1595
30.000,map,3.5802,11.0852,-0.1604,3.5792,11.0677,-0.1596
30.100,map,3.6247,11.0780,-0.1603,3.6236,11.0605,-0.1596
30.200,map,3.6694,11.0708,-0.1605,3.6680,11.0534,-0.1596
30.300,map,3.7140,11.0636,-0.1602,3.7125,11.0462,-0.1596
30.400,map,3.7585,11.0564,-0.1604,3.7569,11.0391,-0.1596
30.500,map,3.8027,11.0493,-0.1601,3.8013,11.0319,-0.1596
30.600,map,3.8474,11.0421,-0.1595,3.8457,11.0248,-0.1591
30.700,map,3.8915,11.0350,-0.1585,3.8902,11.0177,-0.1579
30.800,map,3.9364,11.0278,-0.1579,3.9346,11.0106,-0.1569
30.900,map,3.9807,11.0208,-0.1572,3.9791,11.0036,-0.1559
31.000,map,4.0249,11.0138,-0.1563,4.0235,10.9966,-0.1551
31.100,map,4.0694,11.0068,-0.1555,4.0680,10.9897,-0.1543
31.200,map,4.1139,10.9998,-0.1546,4.1124,10.9828,-0.1537
31.300,map,4.1585,10.9929,-0.1542,4.1569,10.9759,-0.1532
31.400,map,4.2034,10.9859,-0.1536,4.2014,10.9691,-0.1528
31.500,map,4.2481,10.9790,-0.1534,4.2459,10.9622,-0.1525
31.600,map,4.2927,10.9721,-0.1532,4.2903,10.9554,-0.1522
31.700,map,4.3379,10.9652,-0.1525,4.3348,10.9486,-0.1519
31.800,map,4.3826,10.9583,-0.1523,4.3793,10.9418,-0.1517
31.900,map,4.4271,10.9515,-0.1525,4.4238,10.9350,-0.1516
32.000,map,4.4719,10.9446,-0.1527,4.4683,10.9282,-0.1515
32.100,map,4.5161,10.9378,-0.1527,4.5128,10.9214,-0.1513
32.200,map,4.5610,10.9309,-0.1529,4.5573,10.9146,-0.1512
32.300,map,4.6058,10.9240,-0.1525,4.6017,10.9078,-0.1510
32.400,map,4.6503,10.9171,-0.1525,4.6462,10.9011,-0.1508
32.500,map,4.6943,10.9104,-0.1526,4.6907,10.8943,-0.1507
32.600,map,4.7390,10.9035,-0.1526,4.7352,10.8876,-0.1505
32.700,map,4.7836,10.8966,-0.1529,4.7797,10.8808,-0.1503
32.800,map,4.8282,10.8898,-0.1522,4.8242,10.8741,-0.1501
32.900,map,4.8729,10.8829,-0.1517,4.8687,10.8674,-0.1499
33.000,map,4.9172,10.8762,-0.1515,4.9132,10.8606,-0.1499
33.100,map,4.9620,10.8693,-0.1516,4.9577,10.8539,-0.1498
33.200,map,5.0068,10.8625,-0.1514,5.0022,10.8472,-0.1498
33.300,map,5.0514,10.8557,-0.1515,5.0467,10.8405,-0.1498
33.400,map,5.0964,10.8503,-0.1488,5.0912,10.8338,-0.1498
33.500,map,5.1403,10.8440,-0.1481,5.1357,10.8271,-0.1501
33.600,map,5.1849,10.8374,-0.1487,5.1802,10.8203,-0.1507
33.700,map,5.2301,10.8306,-0.1491,5.2246,10.8135,-0.1512
33.800,map,5.2750,10.8238,-0.1494,5.2691,10.8068,-0.1516
33.900,map,5.3196,10.8171,-0.1497,5.3136,10.8000,-0.1520
34.000,map,5.3639,10.8104,-0.1498,5.3581,10.7931,-0.1524
34.100,map,5.4078,10.8038,-0.1504,5.4026,10.7863,-0.1527
34.200,map,5.4523,10.7970,-0.1507,5.4470,10.7794,-0.1530
34.300,map,5.4967,10.7903,-0.1509,5.4915,10.7726,-0.1532
34.400,map,5.5406,10.7836,-0.1516,5.5360,10.7657,-0.1534
34.500,map,5.5848,10.7769,-0.1515,5.5805,10.7588,-0.1535
34.600,map,5.6292,10.7701,-0.1516,5.6249,10.7519,-0.1536
34.700,map,5.6736,10.7570,-0.1510,5.6694,10.7451,-0.1537
34.800,map,5.7176,10.7466,-0.1511,5.7139,10.7382,-0.1537
34.900,map,5.7620,10.7399,-0.1508,5.7583,10.7313,-0.1534
35.000,map,5.8063,10.7331,-0.1511,5.8028,10.7244,-0.1532
35.100,map,5.8509,10.7263,-0.1510,5.8473,10.7175,-0.1530
35.200,map,5.8955,10.7196,-0.1511,5.8918,10.7107,-0.1528
35.300,map,5.9401,10.7128,-0.1509,5.9362,10.7039,-0.1525
35.400,map,5.9844,10.7060,-0.1511,5.9807,10.6970,-0.1523
35.500,map,6.0288,10.6993,-0.1510,6.0252,10.6902,-0.1520
35.600,map,6.0732,10.6925,-0.1506,6.0697,10.6834,-0.1518
35.700,map,6.1173,10.6859,-0.1500,6.1142,10.6766,-0.1516
35.800,map,6.1620,10.6791,-0.1504,6.1586,10.6698,-0.1515
35.900,map,6.2066,10.6723,-0.1503,6.2031,10.6630,-0.1513
36.000,map,6.2506,10.6657,-0.1502,6.2476,10.6562,-0.1512
36.100,map,6.2950,10.6590,-0.1501,6.2921,10.6495,-0.1510
36.200,map,6.3394,10.6522,-0.1502,6.3366,10.6427,-0.1509
36.300,map,6.3834,10.6456,-0.1497,6.3811,10.6359,-0.1508
36.400,map,6.4285,10.6388,-0.1496,6.4256,10.6292,-0.1507
36.500,map,6.4732,10.6321,-0.1495,6.4701,10.6224,-0.1506
36.600,map,6.5178,10.6254,-0.1490,6.5145,10.6157,-0.1506
36.700,map,6.5624,10.6187,-0.1491,6.5590,10.6089,-0.1506
36.800,map,6.6062,10.6121,-0.1492,6.6035,10.6022,-0.1506
36.900,map,6.6507,10.6054,-0.1494,6.6480,10.5954,-0.1506
37.000,map,6.6950,10.5987,-0.1496,6.6925,10.5887,-0.1506
37.100,map,6.7392,10.5920,-0.1496,6.7370,10.5819,-0.1506
37.200,map,6.7842,10.5853,-0.1499,6.7815,10.5752,-0.1505
37.300,map,6.8287,10.5785,-0.1499,6.8260,10.5684,-0.1505
37.400,map,6.8829,10.5719,-0.1499,6.8705,10.5617,-0.1504
37.500,map,6.9270,10.5652,-0.1499,6.9150,10.5549,-0.1503
37.600,map,6.9715,10.5585,-0.1497,6.9595,10.5482,-0.1503
37.700,map,7.0164,10.5517,-0.1497,7.0040,10.5414,-0.1503
37.800,map,7.0605,10.5451,-0.1499,7.0484,10.5347,-0.1503
37.900,map,7.1049,10.5384,-0.1498,7.0929,10.5280,-0.1503
38.000,map,7.1498,10.5316,-0.1496,7.1374,10.5212,-0.1503
38.100,map,7.1936,10.5250,-0.1502,7.1819,10.5145,-0.1503
38.200,map,7.2379,10.5183,-0.1502,7.2264,10.5078,-0.1503
