t,frame,x,y,yaw,gt_x,gt_y,gt_yaw
7.110,map,2.4384,4.6733,1.6349,2.4384,4.6763,1.6346
7.210,map,2.4355,4.7178,1.6348,2.4356,4.7212,1.6346
7.310,map,2.4326,4.7625,1.6351,2.4327,4.7661,1.6347
7.410,map,2.4298,4.8069,1.6350,2.4298,4.8110,1.6347
7.510,map,2.4269,4.8520,1.6351,2.4270,4.8559,1.6347
7.610,map,2.4240,4.8970,1.6351,2.4241,4.9008,1.6346
7.710,map,2.4211,4.9418,1.6351,2.4212,4.9457,1.6346
7.810,map,2.4182,4.9871,1.6352,2.4184,4.9907,1.6346
7.910,map,2.4153,5.0319,1.6353,2.4155,5.0356,1.6345
8.010,map,2.4124,5.0769,1.6352,2.4126,5.0805,1.6345
8.110,map,2.4095,5.1215,1.6354,2.4098,5.1254,1.6344
8.210,map,2.4066,5.1659,1.6352,2.4069,5.1703,1.6344
8.310,map,2.4037,5.2107,1.6355,2.4040,5.2152,1.6343
8.410,map,2.4008,5.2554,1.6352,2.4012,5.2601,1.6343
8.510,map,2.3979,5.3005,1.6352,2.3983,5.3050,1.6342
8.610,map,2.3951,5.3450,1.6351,2.3955,5.3499,1.6341
8.710,map,2.3921,5.3906,1.6347,2.3926,5.3948,1.6341
8.810,map,2.3893,5.4353,1.6350,2.3898,5.4397,1.6341
8.910,map,2.3863,5.4809,1.6354,2.3869,5.4847,1.6341
9.010,map,2.3834,5.5262,1.6356,2.3841,5.5296,1.6341
9.110,map,2.3805,5.5710,1.6355,2.3812,5.5745,1.6340
9.210,map,2.3776,5.6159,1.6357,2.3784,5.6194,1.6339
9.310,map,2.3747,5.6606,1.6356,2.3756,5.6643,1.6338
9.410,map,2.3718,5.7057,1.6354,2.3727,5.7092,1.6337
9.510,map,2.3688,5.7509,1.6354,2.3699,5.7541,1.6336
9.610,map,2.3659,5.7958,1.6350,2.3671,5.7990,1.6335
9.710,map,2.3631,5.8496,1.6350,2.3643,5.8439,1.6335
9.810,map,2.3602,5.8953,1.6349,2.3615,5.8889,1.6335
9.910,map,2.3573,5.9399,1.6351,2.3586,5.9338,1.6335
10.010,map,2.3544,5.9851,1.6350,2.3558,5.9787,1.6335
10.110,map,2.3515,6.0300,1.6347,2.3530,6.0236,1.6334
10.210,map,2.3486,6.0752,1.6350,2.3502,6.0685,1.6335
10.310,map,2.3458,6.1199,1.6352,2.3474,6.1134,1.6335
10.410,map,2.3429,6.1651,1.6351,2.3445,6.1583,1.6335
10.510,map,2.3400,6.2098,1.6352,2.3417,6.2032,1.6334
10.610,map,2.3371,6.2548,1.6349,2.3389,6.2481,1.6334
10.710,map,2.3342,6.2991,1.6349,2.3361,6.2931,1.6334
10.810,map,2.3314,6.3440,1.6347,2.3333,6.3380,1.6334
10.910,map,2.3284,6.3897,1.6350,2.3305,6.3829,1.6334
11.010,map,2.3256,6.4343,1.6350,2.3276,6.4278,1.6334
11.110,map,2.3224,6.4837,1.6346,2.3245,6.4772,1.6334
11.210,map,2.3198,6.5241,1.6347,2.3220,6.5176,1.6334
11.310,map,2.3169,6.5687,1.6349,2.3192,6.5625,1.6335
11.410,map,2.3140,6.6137,1.6351,2.3164,6.6074,1.6335
11.510,map,2.3111,6.6590,1.6353,2.3136,6.6524,1.6335
11.610,map,2.3082,6.7039,1.6357,2.3107,6.6973,1.6335
11.710,map,2.3053,6.7490,1.6355,2.3079,6.7422,1.6334
11.810,map,2.3024,6.7938,1.6354,2.3051,6.7871,1.6333
11.910,map,2.2995,6.8385,1.6355,2.3023,6.8320,1.6332
12.010,map,2.2966,6.8833,1.6354,2.2995,6.8769,1.6331
12.110,map,2.2937,6.9286,1.6353,2.2967,6.9218,1.6331
12.210,map,2.2908,6.9733,1.6352,2.2939,6.9667,1.6330
12.310,map,2.2879,7.0121,1.6349,2.2911,7.0117,1.6330
12.410,map,2.2850,7.0526,1.6348,2.2883,7.0566,1.6329
12.510,map,2.2821,7.0965,1.6425,2.2854,7.1006,1.6406
12.610,map,2.2785,7.1404,1.6652,2.2819,7.1445,1.6632
12.710,map,2.2737,7.1838,1.6950,2.2772,7.1883,1.6934
12.810,map,2.2676,7.2278,1.7224,2.2712,7.2321,1.7204
12.910,map,2.2604,7.2715,1.7463,2.2640,7.2760,1.7441
13.010,map,2.2521,7.3156,1.7664,2.2559,7.3198,1.7648
13.110,map,2.2429,7.3598,1.7845,2.2469,7.3636,1.7830
13.210,map,2.2331,7.4033,1.8007,2.2371,7.4072,1.7992
13.310,map,2.2225,7.4471,1.8149,2.2266,7.4508,1.8134
13.410,map,2.2115,7.4902,1.8276,2.2156,7.4942,1.8259
13.510,map,2.2000,7.5329,1.8388,2.2040,7.5376,1.8370
13.610,map,2.1878,7.5801,1.8480,2.1920,7.5809,1.8469
13.710,map,2.1754,7.6297,1.8517,2.1796,7.6241,1.8504
13.810,map,2.1631,7.6724,1.8531,2.1672,7.6674,1.8515
13.910,map,2.1506,7.7152,1.8541,2.1547,7.7106,1.8525
14.010,map,2.1380,7.7583,1.8595,2.1421,7.7538,1.8578
14.110,map,2.1252,7.8008,1.8641,2.1294,7.7963,1.8620
14.210,map,2.1137,7.8393,1.8553,2.1180,7.8347,1.8530
14.310,map,2.1033,7.8757,1.8406,2.1076,7.8716,1.8383
14.410,map,2.0932,7.9134,1.8276,2.0976,7.9091,1.8252
14.510,map,2.0833,7.9519,1.8162,2.0878,7.9477,1.8138
14.610,map,2.0736,7.9916,1.8062,2.0782,7.9875,1.8039
14.710,map,2.0640,8.0322,1.7976,2.0686,8.0284,1.7952
14.810,map,2.0546,8.0737,1.7902,2.0594,8.0698,1.7876
14.910,map,2.0456,8.1148,1.7834,2.0504,8.1109,1.7810
15.010,map,2.0369,8.1548,1.7775,2.0419,8.1515,1.7752
15.110,map,2.0284,8.1867,1.7725,2.0335,8.1925,1.7700
15.210,map,2.0202,8.2276,1.7676,2.0253,8.2338,1.7654
15.310,map,2.0121,8.2684,1.7631,2.0172,8.2754,1.7611
15.410,map,2.0040,8.3104,1.7595,2.0092,8.3170,1.7575
15.510,map,1.9964,8.3506,1.7543,2.0017,8.3574,1.7522
15.610,map,1.9893,8.3901,1.7414,1.9947,8.3968,1.7395
15.710,map,1.9827,8.4298,1.7296,1.9882,8.4365,1.7277
15.810,map,1.9764,8.4709,1.7193,1.9819,8.4775,1.7175
15.910,map,1.9705,8.5116,1.7104,1.9761,8.5183,1.7086
16.010,map,1.9651,8.5510,1.7033,1.9707,8.5581,1.7008
16.110,map,1.9598,8.5917,1.6964,1.9656,8.5985,1.6940
16.210,map,1.9547,8.6332,1.6902,1.9607,8.6395,1.6880
16.310,map,1.9500,8.6738,1.6850,1.9560,8.6800,1.6828
16.410,map,1.9454,8.7142,1.6805,1.9515,8.7206,1.6783
16.510,map,1.9409,8.7658,1.6762,1.9471,8.7622,1.6743
16.610,map,1.9366,8.8075,1.6725,1.9429,8.8037,1.6709
16.710,map,1.9325,8.8483,1.6695,1.9388,8.8447,1.6680
16.810,map,1.9285,8.8890,1.6668,1.9349,8.8856,1.6655
16.910,map,1.9246,8.9302,1.6647,1.9310,8.9269,1.6633
17.010,map,1.9208,8.9715,1.6554,1.9273,8.9683,1.6535
17.110,map,1.9178,9.0119,1.6371,1.9243,9.0091,1.6358
17.210,map,1.9153,9.0539,1.6212,1.9219,9.0510,1.6200
17.310,map,1.9135,9.0956,1.6076,1.9202,9.0928,1.6065
17.410,map,1.9123,9.1368,1.5960,1.9189,9.1338,1.5950
17.510,map,1.9114,9.1787,1.5861,1.9181,9.1755,1.5851
17.610,map,1.9110,9.2212,1.5776,1.9177,9.2176,1.5766
17.710,map,1.9108,9.2638,1.5707,1.9176,9.2601,1.5694
17.810,map,1.9110,9.3068,1.5641,1.9178,9.3031,1.5631
17.900,map,1.9113,9.3539,1.5593,1.9182,9.3411,1.5582
18.000,map,1.9119,9.3976,1.5546,1.9188,9.3834,1.5536
18.100,map,1.9127,9.4405,1.5505,1.9197,9.4258,1.5495
18.200,map,1.9136,9.4821,1.5475,1.9206,9.4678,1.5460
18.300,map,1.9147,9.5253,1.5450,1.9218,9.5107,1.5429
18.400,map,1.9158,9.5679,1.5425,1.9230,9.5536,1.5402
18.500,map,1.9171,9.6102,1.5401,1.9244,9.5961,1.5378
18.600,map,1.9184,9.6527,1.5380,1.9258,9.6384,1.5357
18.700,map,1.9199,9.6967,1.5362,1.9274,9.6819,1.5339
18.800,map,1.9214,9.7402,1.5344,1.9290,9.7250,1.5324
18.900,map,1.9231,9.7852,1.5329,1.9307,9.7693,1.5310
19.000,map,1.9248,9.8298,1.5318,1.9325,9.8137,1.5299
19.100,map,1.9266,9.8743,1.5314,1.9344,9.8587,1.5290
19.200,map,1.9284,9.9197,1.5308,1.9363,9.9037,1.5282
19.300,map,1.9302,9.9562,1.5302,1.9382,9.9486,1.5273
19.400,map,1.9321,10.0007,1.5297,1.9402,9.9936,1.5266
19.500,map,1.9339,10.0457,1.5291,1.9422,10.0385,1.5260
19.600,map,1.9358,10.0902,1.5288,1.9442,10.0835,1.5254
19.700,map,1.9377,10.1353,1.5285,1.9463,10.1284,1.5249
19.800,map,1.9396,10.1806,1.5281,1.9484,10.1734,1.5244
19.900,map,1.9416,10.2259,1.5277,1.9505,10.2183,1.5239
20.000,map,1.9435,10.2707,1.5272,1.9526,10.2633,1.5235
20.100,map,1.9455,10.3157,1.5268,1.9547,10.3082,1.5231
20.200,map,1.9475,10.3608,1.5265,1.9569,10.3530,1.5228
20.300,map,1.9494,10.4046,1.5262,1.9590,10.3969,1.5225
20.400,map,1.9514,10.4475,1.5260,1.9610,10.4396,1.5223
20.500,map,1.9532,10.4893,1.5259,1.9631,10.4813,1.5220
20.600,map,1.9550,10.5294,1.5258,1.9651,10.5219,1.5218
20.700,map,1.9568,10.5685,1.5254,1.9670,10.5615,1.5216
20.800,map,1.9586,10.6073,1.5252,1.9689,10.6001,1.5215
20.900,map,1.9603,10.6453,1.5252,1.9708,10.6378,1.5214
21.000,map,1.9620,10.6820,1.5252,1.9726,10.6744,1.5212
21.100,map,1.9636,10.7177,1.5246,1.9744,10.7101,1.5211
21.200,map,1.9652,10.7523,1.5245,1.9761,10.7450,1.5210
21.300,map,1.9668,10.7860,1.5246,1.9778,10.7790,1.5210
21.400,map,1.9683,10.8192,1.5244,1.9794,10.8121,1.5210
21.500,map,1.9698,10.8515,1.5245,1.9810,10.8443,1.5210
21.600,map,1.9713,10.8830,1.5242,1.9826,10.8758,1.5209
21.700,map,1.9727,10.9135,1.5242,1.9841,10.9065,1.5209
21.800,map,1.9741,10.9433,1.5244,1.9856,10.9364,1.5210
21.900,map,1.9754,10.9722,1.5242,1.9871,10.9656,1.5209
22.000,map,1.9768,11.0007,1.5241,1.9885,10.9940,1.5209
22.100,map,1.9781,11.0284,1.5242,1.9899,11.0217,1.5210
22.200,map,1.9793,11.0556,1.5242,1.9912,11.0487,1.5210
22.300,map,1.9806,11.0821,1.5241,1.9925,11.0751,1.5210
22.400,map,1.9818,11.1077,1.5242,1.9938,11.1007,1.5210
22.500,map,1.9829,11.1325,1.5244,1.9951,11.1257,1.5210
22.600,map,1.9840,11.1565,1.5242,1.9963,11.1501,1.5210
22.700,map,1.9851,11.1801,1.5242,1.9975,11.1739,1.5210
22.800,map,1.9862,11.2033,1.5245,1.9986,11.1971,1.5211
22.900,map,1.9872,11.2255,1.5243,1.9997,11.2192,1.5211
23.000,map,1.9881,11.2432,1.5243,2.0006,11.2369,1.5211
23.100,map,1.9887,11.2560,1.5242,2.0012,11.2497,1.5211
23.200,map,1.9890,11.2637,1.5242,2.0016,11.2574,1.5211
23.300,map,1.9891,11.2665,1.5242,2.0018,11.2602,1.5211
23.400,map,1.9891,11.2665,1.5242,2.0018,11.2602,1.5211
23.500,map,1.9891,11.2665,1.5223,2.0018,11.2602,1.5191
23.600,map,1.9891,11.2665,1.5075,2.0018,11.2602,1.5040
23.700,map,1.9891,11.2665,1.4778,2.0018,11.2602,1.4738
23.800,map,1.9891,11.2665,1.4326,2.0018,11.2602,1.4287
23.900,map,1.9891,11.2665,1.3729,2.0018,11.2602,1.3685
24.000,map,1.9891,11.2665,1.2983,2.0018,11.2602,1.2934
24.100,map,1.9891,11.2665,1.2109,2.0018,11.2602,1.2052
24.200,map,1.9891,11.2665,1.1220,2.0018,11.2602,1.1152
24.300,map,1.9891,11.2665,1.0319,2.0018,11.2602,1.0252
24.400,map,1.9891,11.2665,0.9436,2.0018,11.2602,0.9352
24.500,map,1.9891,11.2665,0.8545,2.0018,11.2602,0.8452
24.600,map,1.9891,11.2665,0.7638,2.0018,11.2602,0.7552
24.700,map,1.9891,11.2665,0.6744,2.0018,11.2602,0.6652
24.800,map,1.9891,11.2665,0.5843,2.0018,11.2602,0.5752
24.900,map,1.9891,11.2665,0.4934,2.0018,11.2602,0.4852
25.000,map,1.9914,11.2675,0.4041,2.0040,11.2612,0.3952
25.100,map,1.9983,11.2701,0.3173,2.0110,11.2637,0.3073
25.200,map,2.0104,11.2735,0.2406,2.0230,11.2670,0.2311
25.300,map,2.0274,11.2770,0.1759,2.0401,11.2704,0.1674
25.400,map,2.0495,11.2803,0.1222,2.0624,11.2735,0.1143
25.500,map,2.0770,11.2830,0.0779,2.0897,11.2760,0.0699
25.600,map,2.1094,11.2849,0.0405,2.1221,11.2776,0.0327
25.700,map,2.1466,11.2858,0.0093,2.1595,11.2782,0.0014
25.800,map,2.1891,11.2856,-0.0176,2.2019,11.2777,-0.0250
25.900,map,2.2336,11.2843,-0.0395,2.2464,11.2761,-0.0472
26.000,map,2.2782,11.2821,-0.0587,2.2910,11.2736,-0.0659
26.100,map,2.3230,11.2791,-0.0749,2.3356,11.2702,-0.0818
26.200,map,2.3679,11.2738,-0.0917,2.3803,11.2663,-0.0952
26.300,map,2.4125,11.2693,-0.1031,2.4249,11.2618,-0.1061
26.400,map,2.4574,11.2644,-0.1121,2.4696,11.2568,-0.1151
26.500,map,2.5022,11.2592,-0.1202,2.5142,11.2515,-0.1230
26.600,map,2.5470,11.2536,-0.1269,2.5588,11.2458,-0.1298
26.700,map,2.5916,11.2478,-0.1323,2.6033,11.2398,-0.1351
26.800,map,2.6367,11.2417,-0.1365,2.6479,11.2337,-0.1396
26.900,map,2.6810,11.2355,-0.1404,2.6924,11.2273,-0.1434
27.000,map,2.7257,11.2291,-0.1439,2.7370,11.2208,-0.1467
27.100,map,2.7706,11.2226,-0.1465,2.7815,11.2142,-0.1494
27.200,map,2.8146,11.2160,-0.1491,2.8259,11.2074,-0.1518
27.300,map,2.8593,11.2093,-0.1512,2.8704,11.2006,-0.1537
27.400,map,2.9039,11.2024,-0.1529,2.9149,11.1937,-0.1553
27.500,map,2.9481,11.1956,-0.1542,2.9593,11.1867,-0.1567
27.600,map,2.9930,11.1886,-0.1555,3.0038,11.1796,-0.1578
27.700,map,3.0375,11.1816,-0.1566,3.0482,11.1725,-0.1588
27.800,map,3.0818,11.1746,-0.1575,3.0926,11.1654,-0.1595
27.900,map,3.1263,11.1675,-0.1581,3.1371,11.1582,-0.1602
28.000,map,3.1707,11.1604,-0.1585,3.1815,11.1510,-0.1607
28.100,map,3.2151,11.1533,-0.1591,3.2259,11.1438,-0.1612
28.200,map,3.2597,11.1461,-0.1596,3.2703,11.1366,-0.1616
28.300,map,3.3038,11.1390,-0.1601,3.3147,11.1293,-0.1619
28.400,map,3.3482,11.1318,-0.1605,3.3591,11.1221,-0.1622
28.500,map,3.3929,11.1246,-0.1605,3.4035,11.1148,-0.1624
28.600,map,3.4379,11.1173,-0.1606,3.4480,11.1075,-0.1625
28.700,map,3.4827,11.1100,-0.1608,3.4924,11.1002,-0.1627
28.800,map,3.5269,11.1028,-0.1611,3.5368,11.0930,-0.1628
28.900,map,3.5713,11.0956,-0.1614,3.5812,11.0857,-0.1629
29.000,map,3.6157,11.0884,-0.1614,3.6256,11.0784,-0.1630
29.100,map,3.6607,11.0811,-0.1611,3.6700,11.0711,-0.1630
29.200,map,3.7045,11.0739,-0.1612,3.7144,11.0638,-0.1631
29.300,map,3.7486,11.0668,-0.1613,3.7588,11.0564,-0.1631
29.400,map,3.7928,11.0596,-0.1613,3.8032,11.0491,-0.1632
29.500,map,3.8372,11.0523,-0.1614,3.8476,11.0418,-0.1632
29.600,map,3.8814,11.0451,-0.1608,3.8920,11.0345,-0.1627
29.700,map,3.9266,11.0378,-0.1603,3.9364,11.0272,-0.1621
29.800,map,3.9710,11.0397,-0.1597,3.9808,11.0200,-0.1616
29.900,map,4.0155,11.0335,-0.1596,4.0252,11.0128,-0.1614
30.000,map,4.0599,11.0264,-0.1595,4.0696,11.0055,-0.1613
30.100,map,4.1041,11.0192,-0.1594,4.1141,10.9983,-0.1612
30.200,map,4.1484,11.0121,-0.1595,4.1585,10.9911,-0.1611
30.300,map,4.1925,11.0050,-0.1596,4.2029,10.9839,-0.1611
30.400,map,4.2372,10.9978,-0.1598,4.2473,10.9767,-0.1610
30.500,map,4.2815,10.9907,-0.1596,4.2917,10.9694,-0.1609
30.600,map,4.3262,10.9835,-0.1594,4.3361,10.9622,-0.1608
30.700,map,4.3703,10.9764,-0.1593,4.3806,10.9550,-0.1607
30.800,map,4.4148,10.9693,-0.1596,4.4250,10.9478,-0.1607
30.900,map,4.4589,10.9622,-0.1596,4.4694,10.9406,-0.1606
31.000,map,4.5038,10.9549,-0.1596,4.5138,10.9334,-0.1605
31.100,map,4.5488,10.9477,-0.1594,4.5583,10.9263,-0.1604
31.200,map,4.5930,10.9406,-0.1597,4.6027,10.9191,-0.1603
31.300,map,4.6378,10.9334,-0.1594,4.6471,10.9119,-0.1602
31.400,map,4.6820,10.9263,-0.1593,4.6915,10.9047,-0.1601
31.500,map,4.7264,10.9191,-0.1595,4.7359,10.8975,-0.1600
31.600,map,4.7708,10.9120,-0.1593,4.7804,10.8904,-0.1600
31.700,map,4.8149,10.9049,-0.1590,4.8248,10.8832,-0.1599
31.800,map,4.8596,10.8977,-0.1591,4.8692,10.8760,-0.1599
31.900,map,4.9039,10.8906,-0.1594,4.9137,10.8689,-0.1599
32.000,map,4.9483,10.8835,-0.1596,4.9581,10.8617,-0.1598
32.100,map,4.9924,10.8764,-0.1596,5.0025,10.8546,-0.1597
32.200,map,5.0367,10.8693,-0.1599,5.0469,10.8474,-0.1596
32.300,map,5.0807,10.8622,-0.1594,5.0914,10.8403,-0.1595
32.400,map,5.1255,10.8550,-0.1593,5.1358,10.8331,-0.1594
32.500,map,5.1696,10.8479,-0.1590,5.1802,10.8260,-0.1593
32.600,map,5.2142,10.8407,-0.1587,5.2247,10.8188,-0.1588
32.700,map,5.2589,10.8336,-0.1576,5.2691,10.8117,-0.1578
32.800,map,5.3034,10.8266,-0.1566,5.3135,10.8047,-0.1568
32.900,map,5.3484,10.8195,-0.1558,5.3580,10.7977,-0.1560
33.000,map,5.3927,10.8125,-0.1551,5.4024,10.7907,-0.1554
33.100,map,5.4375,10.8055,-0.1548,5.4469,10.7838,-0.1548
33.200,map,5.4825,10.7985,-0.1542,5.4914,10.7768,-0.1543
33.300,map,5.5266,10.7917,-0.1538,5.5358,10.7699,-0.1538
33.400,map,5.5712,10.7848,-0.1531,5.5803,10.7630,-0.1535
33.500,map,5.6230,10.7779,-0.1529,5.6248,10.7562,-0.1532
33.600,map,5.6706,10.7710,-0.1530,5.6692,10.7493,-0.1529
33.700,map,5.7152,10.7641,-0.1528,5.7137,10.7425,-0.1528
33.800,map,5.7598,10.7573,-0.1522,5.7582,10.7356,-0.1526
33.900,map,5.8046,10.7504,-0.1520,5.8027,10.7288,-0.1525
34.000,map,5.8494,10.7435,-0.1515,5.8471,10.7219,-0.1524
34.100,map,5.8940,10.7367,-0.1513,5.8916,10.7151,-0.1524
34.200,map,5.9386,10.7299,-0.1511,5.9361,10.7083,-0.1525
34.300,map,5.9832,10.7231,-0.1511,5.9806,10.7014,-0.1525
34.400,map,6.0280,10.7163,-0.1512,6.0251,10.6946,-0.1526
34.500,map,6.0727,10.7095,-0.1511,6.0695,10.6878,-0.1527
34.600,map,6.1170,10.7028,-0.1514,6.1140,10.6809,-0.1528
34.700,map,6.1617,10.6959,-0.1514,6.1585,10.6741,-0.1529
34.800,map,6.2063,10.6891,-0.1514,6.2030,10.6672,-0.1530
34.900,map,6.2408,10.6723,-0.1514,6.2474,10.6603,-0.1530
35.000,map,6.2856,10.6655,-0.1511,6.2919,10.6535,-0.1526
35.100,map,6.3299,10.6588,-0.1507,6.3364,10.6467,-0.1521
35.200,map,6.3742,10.6521,-0.1497,6.3809,10.6399,-0.1517
35.300,map,6.4187,10.6453,-0.1496,6.4254,10.6331,-0.1514
35.400,map,6.4636,10.6386,-0.1491,6.4698,10.6263,-0.1512
35.500,map,6.5084,10.6319,-0.1489,6.5143,10.6195,-0.1510
35.600,map,6.5531,10.6252,-0.1487,6.5588,10.6127,-0.1509
35.700,map,6.5979,10.6185,-0.1484,6.6033,10.6060,-0.1508
35.800,map,6.6425,10.6118,-0.1484,6.6478,10.5992,-0.1507
35.900,map,6.6867,10.6052,-0.1480,6.6923,10.5925,-0.1507
36.000,map,6.7313,10.5985,-0.1480,6.7368,10.5857,-0.1507
36.100,map,6.7756,10.5919,-0.1483,6.7813,10.5790,-0.1507
36.200,map,6.8201,10.5853,-0.1483,6.8258,10.5722,-0.1506
36.300,map,6.8646,10.5786,-0.1484,6.8702,10.5654,-0.1506
36.400,map,6.9091,10.5720,-0.1482,6.9147,10.5587,-0.1506
36.500,map,6.9533,10.5654,-0.1486,6.9592,10.5519,-0.1505
36.600,map,6.9982,10.5586,-0.1487,7.0037,10.5452,-0.1505
36.700,map,7.0430,10.5519,-0.1484,7.0482,10.5385,-0.1504
36.800,map,7.0874,10.5453,-0.1484,7.0927,10.5317,-0.1503
36.900,map,7.1319,10.5387,-0.1486,7.1372,10.5250,-0.1503
37.000,map,7.1764,10.5320,-0.1487,7.1817,10.5182,-0.1502
37.100,map,7.2206,10.5254,-0.1485,7.2262,10.5115,-0.1501
37.200,map,7.2651,10.5187,-0.1485,7.2707,10.5048,-0.1500
37.300,map,7.3095,10.5121,-0.1482,7.3152,10.4981,-0.1500
37.400,map,7.3539,10.5055,-0.1482,7.3597,10.4913,-0.1499
37.500,map,7.3979,10.4989,-0.1486,7.4042,10.4846,-0.1499
37.600,map,7.4418,10.4923,-0.1487,7.4487,10.4779,-0.1498
37.700,map,7.4864,10.4856,-0.1485,7.4932,10.4712,-0.1497
37.800,map,7.5309,10.4790,-0.1483,7.5377,10.4645,-0.1496
37.900,map,7.5749,10.4724,-0.1486,7.5821,10.4578,-0.1495
38.000,map,7.6196,10.4657,-0.1486,7.6266,10.4511,-0.1495
